"","SCHOOL_CODE","SCHOOL_NAME","AMPH_ID","AMPH_NAME","PROV_ID","PROV_NAME","REGION_NAME","URBAN_ZONE","AREA_CODE_M6","AREA_NAME_M6","BUREA_CODE","BUREA_NAME","SCHOOL_SIZE","thai_avg","soc_avg","eng_avg","math_avg","sci_avg","thai_sd","soc_sd","eng_sd","math_sd","sci_sd","thai_min","soc_min","eng_min","math_min","sci_min","thai_max","soc_max","eng_max","math_max","sci_max","com1"
"1","0010039990","ดรุณสิกขาลัย มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","1049","เขตทุ่งครุ","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN",NA,NA,"14","สำนักงานคณะกรรมการการอุดมศึกษา","S",68.922413,43.034482,71.573275,79.741379,59.406896,12.515788,8.901699,12.129337,24.383298,15.744731,29.5,18,41.25,7.5,18.8,87,63,91.25,100,81.6,11.3548456717775
"2","1113100079","สารสาสน์วิเทศรังสิต","1303","ธัญบุรี","13","ปทุมธานี","กลาง","SUBURB",NA,NA,"11","สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน","XL",43.569148,34.364583,41.601562,34.088541,30.905263,17.602831,7.240109,19.063101,19.449186,11.59473,12.5,15,8.75,7.5,12.8,79.5,54,87.5,95,74.4,2.04971751700278
"3","1007661101","ดงเจริญพิทยาคม","6611","ดงเจริญ","66","พิจิตร","กลาง","SUBURB","10141","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 41","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","S",31.882352,27.941176,21.764705,20,25.764705,10.557307,5.97515,4.091302,6.30126,7.197462,15,18,15,12.5,12.4,55,36,30,35,42,-1.71055152514295
"4","1010012013","ราชวินิต มัธยม","1002","เขตดุสิต","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",55.272058,38.900735,39.404981,39.237132,33.771428,12.984987,7.806088,15.448701,20.619804,11.834733,18,22,11.25,5,11.6,84,65,82.5,97.5,80.4,3.71291905827958
"5","1010012014","มัธยมวัดมกุฏกษัตริย์","1001","เขตพระนคร","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",42.917266,33.442028,27.264492,25.126811,28.020143,13.23278,7.24421,10.372972,13.842157,8.285738,15.5,16,11.25,2.5,10,79,67,70,92.5,70,0.387894647882552
"6","1010012015","วัดสังเวช","1001","เขตพระนคร","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","S",45.229166,33.375,28.489583,23.75,24.333333,10.113915,8.00423,7.705341,8.036375,6.476281,21.5,16,18.75,12.5,7.2,63.5,49,48.75,47.5,38,0.125214821387514
"7","1010012017","เตรียมอุดมศึกษา","1007","เขตปทุมวัน","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",78.924339,54.705338,80.814056,83.966192,62.441084,8.668477,9.489909,11.73027,21.834335,19.132988,5,24,18.75,12.5,12.4,95.5,79,100,100,98.4,14.4324600533172
"8","1010012018","วัดสระเกศ","1008","เขตป้อมปราบศัตรูพ่าย","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","S",39.761904,33.590909,25.511363,25.454545,25.009523,12.449535,7.4447,11.159096,9.312636,6.928886,25,21,12.5,12.5,13.6,75,51,67.5,50,38.4,-0.150342026258404
"9","1010012019","เทพศิรินทร์","1008","เขตป้อมปราบศัตรูพ่าย","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",55.364285,38.917857,45.78125,51.544642,37.987142,17.278611,9.115158,17.832871,27.974444,14.354249,8,10,10,2.5,8.8,87,67,91.25,100,85.2,5.10551868173391
"10","1010012020","สายปัญญา ในพระบรมราชินูปถัมภ์","1008","เขตป้อมปราบศัตรูพ่าย","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",52.902439,38.128472,36.002604,34.001736,31.023611,14.640258,8.104836,14.791248,20.234669,10.495475,19,19,12.5,2.5,10,87,64,86.25,100,72,2.75920522426438
"11","1010012021","พระโขนงพิทยาลัย","1009","เขตพระโขนง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",45.922448,34.088709,28.493975,25.943775,28.772244,14.297787,6.373476,10.067718,13.263352,8.12321,8,19,7.5,5,6.4,85,56,70,90,62.4,0.819611519937334
"12","1010012022","วชิรธรรมสาธิต","1009","เขตพระโขนง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",50.718649,36.907936,34.572784,33.908227,32.297106,12.870383,6.757087,13.187783,19.410689,10.506979,17.5,21,12.5,5,11.6,81,57,92.5,100,74,2.53045868184004
"13","1010012024","เจ้าพระยาวิทยาคม","1012","เขตยานนาวา","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","M",32.882978,31.479166,22.760416,20.416666,22.859574,12.888728,5.563986,5.253708,8.902441,8.005947,12,22,15,7.5,8,72,41,36.25,42.5,40,-1.41923083011917
"14","1010012025","ไตรมิตรวิทยาลัย","1013","เขตสัมพันธวงศ์","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",44.892592,32.255639,29.833333,30.222222,30.72,13.649365,6.221058,11.645616,18.692112,11.363442,11.5,17,10,5,9.6,75.5,54,81.25,100,80.4,1.00919214755844
"15","1010012026","สามเสนวิทยาลัย","1014","เขตพญาไท","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",70.712,47.388,66.8425,71.48,47.7408,11.743766,8.634202,16.637369,24.76004,15.929565,23,24,20,10,13.2,92,72,97.5,100,86.8,10.1610586716652
"16","1010012027","สุรศักดิ์มนตรี","1026","เขตดินแดง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",52.16866,37.135714,36.791666,39.22619,31.567695,15.584226,8.010004,15.623112,23.393554,10.291142,9,17,10,5,10,87.5,67,87.5,100,73.6,2.94858109121413
"17","1010012028","กุนนทีรุทธารามวิทยาคม","1026","เขตดินแดง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",41.054166,31.516666,26.6219,22.561983,26.31,12.434295,6.029076,9.511093,8.42727,7.863411,14.5,17,10,5,11.6,76,45,70,62.5,48,-0.301472657568091
"18","1010012030","วัดสุทธิวราราม","1028","เขตสาทร","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",50.766454,37.438818,38.444092,41.128691,34.190677,15.307868,8.131662,17.253732,25.708163,13.151424,12,16,10,5,10,88,67,91.25,100,86.8,3.36247518812356
"19","1010012031","ยานนาเวศวิทยาคม","1028","เขตสาทร","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",42.849264,33.075757,26.351851,25.407407,28.641176,12.630544,6.5697,10.40394,12.217957,8.082121,15,18,7.5,5,12.8,75.5,52,77.5,85,52.8,0.365476197342656
"20","1010022001","รัตนโกสินทร์สมโภชบางเขน","1005","เขตบางเขน","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",48.080912,35.751037,31.369294,29.968879,31.26141,13.951857,7.556445,12.24025,14.870607,9.669506,11,18,7.5,5,6.4,81,62,87.5,87.5,65.6,1.76247741918132
"21","1010022002","บางกะปิ","1006","เขตบางกะปิ","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",52.022038,36.552197,34.263085,33.085399,32.287912,14.316218,6.66919,12.666223,18.294677,9.923519,9.5,15,8.75,2.5,10,83,54,75,95,76.8,2.49703945535345
"22","1010022003","สตรีเศรษฐบุตรบำเพ็ญ","1010","เขตมีนบุรี","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",55.642348,39.288256,35.638297,35.01773,31.634163,11.800737,6.993045,13.585508,17.661355,9.745166,21.5,23,11.25,2.5,8,84,63,92.5,97.5,75.2,3.15364898634486
"23","1010022004","มัธยมวัดหนองจอก","1003","เขตหนองจอก","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",46.860062,35.081761,30.491352,28.922955,28.70566,14.276861,7.297771,11.776187,17.094344,9.386229,7,14,10,7.5,9.6,81.5,57,70,95,67.2,1.24833643051686
"24","1010022005","เทพลีลา","1006","เขตบางกะปิ","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",46.588235,34.069565,30.391304,25.956521,27.783406,13.648054,7.013927,11.604166,13.351774,8.373335,11,12,6.25,2.5,8,80,50,77.5,77.5,54.4,0.854150023536554
"25","1010022006","เศรษฐบุตรบำเพ็ญ","1010","เขตมีนบุรี","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",49.892753,36.467422,32.602401,32.152974,30.947008,15.109796,7.237742,13.542773,18.758473,9.188266,15,14,11.25,2.5,8.8,83,61,87.5,97.5,76,2.09733958364837
"26","1010022008","มัธยมวัดบึงทองหลาง","1006","เขตบางกะปิ","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",44.174008,33.431718,27.263215,25.92511,27.781497,14.152472,6.919834,9.965821,13.952914,8.392332,13,15,8.75,2.5,8.4,78.5,57,73.75,87.5,70.8,0.4707295064762
"27","1010022009","พรตพิทยพยัต","1011","เขตลาดกระบัง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",46.337962,34.69284,30.433025,29.699769,29.226728,13.120982,6.16819,11.664336,15.9141,8.951257,13,19,11.25,5,8.4,80,60,91.25,97.5,66,1.25818535804264
"28","1010022010","เทพศิรินทร์ร่มเกล้า","1011","เขตลาดกระบัง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",53.375,38.148648,37.010135,37.573198,33.008108,13.105369,7.14493,14.642633,20.932182,10.859808,1.5,19,12.5,5,8.4,84.5,65,86.25,100,82,3.22263545188669
"29","1010022011","รัตนโกสินทร์สมโภชลาดกระบัง","1011","เขตลาดกระบัง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",46.200836,34.76569,28.467573,26.422594,29.099581,14.296161,7.035143,10.79956,14.107524,8.917998,13.5,14,7.5,7.5,14.4,76.5,52,71.25,90,70.8,0.978803113328599
"30","1010022012","จันทร์หุ่นบำเพ็ญ","1017","เขตห้วยขวาง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","M",41.413043,32.704347,26.032608,23.608695,27.940869,15.170232,6.345113,8.255864,10.648491,7.363034,14,19,13.75,7.5,14.4,72,46,55,80,55.6,0.0601649500367607
"31","1010022013","เตรียมอุดมศึกษาพัฒนาการ รัชดา","1017","เขตห้วยขวาง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",55.62101,38.793193,37.861842,33.355263,31.744297,13.424609,6.746083,14.093228,16.406396,9.987471,3,16,7.5,2.5,10.4,90.5,62,85,87.5,78.8,3.13483711008862
"32","1010022014","นวมินทราชูทิศ กรุงเทพมหานคร","1027","เขตบึงกุ่ม","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",48.074137,34.18983,32.693602,29.653716,29.491034,14.243713,6.459621,12.327275,16.378984,8.68462,16.5,16,12.5,5,11.6,83,52,87.5,97.5,68.4,1.43298599756121
"33","1010022015","บดินทรเดชา (สิงห์ สิงหเสนี) ๒","1027","เขตบึงกุ่ม","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",62.184908,42.006622,53.009105,55.727272,39.694195,13.031769,8.603095,16.643528,25.003472,13.507565,8.5,1,11.25,10,12,91.5,69,92.5,100,91.6,6.64866944432555
"34","1010022016","สุขุมนวพันธ์อุปถัมภ์","1027","เขตบึงกุ่ม","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",43.128205,32.789808,27.667197,26.305732,27.76923,13.919166,6.726728,10.68615,13.079212,7.525281,10.5,13,11.25,7.5,11.6,75.5,52,73.75,82.5,62.4,0.369341891265974
"35","1010022017","หอวัง","1030","เขตจตุจักร","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",67.222222,42.855869,58.101851,59.371301,42.581065,12.269244,8.127241,16.337482,26.904399,15.766682,10.5,22,12.5,5,15.6,92.5,69,96.25,100,95.2,7.78319412277819
"36","1010022018","สารวิทยา","1030","เขตจตุจักร","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10102","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 2","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",57.426724,40.451403,45.29301,45.376344,34.268965,13.068166,7.82126,15.48298,23.34508,10.442854,11,15,11.25,5,10.8,88,67,88.75,100,74.4,4.70345404616226
"37","1010032001","ศึกษานารี","1015","เขตธนบุรี","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",69.940594,46.625,57.792658,60.16369,41.233267,11.228254,8.154768,15.261688,27.060623,13.747028,21.5,21,15,10,11.6,91,68,92.5,100,88.8,8.30707154540472
"38","1010032002","ทวีธาภิเศก","1016","เขตบางกอกใหญ่","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",49.331024,36.359116,38.465753,37.548076,33.112707,14.597719,8.287198,16.763378,23.211754,11.988535,10.5,11,10,7.5,8.8,87,75,92.5,100,93.6,2.85572074656644
"39","1010032003","สุวรรณพลับพลาพิทยาคม","1019","เขตตลิ่งชัน","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","M",43.311594,32.66265,28.125,27.816901,28.034782,14.672043,7.156223,11.059397,15.933011,9.008529,15,18,11.25,5,11.2,75.5,54,62.5,95,59.2,0.489855871667262
"40","1010032004","วัดอินทาราม","1015","เขตธนบุรี","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",45.914364,33.120879,27.778571,24.711538,27.332584,16.189644,6.932699,10.704768,13.666175,8.021177,12,20,11.25,5,8,90,54,71.25,77.5,56.4,0.446533752539249
"41","1010032005","วัดประดู่ในทรงธรรม","1016","เขตบางกอกใหญ่","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","M",38.057377,31.409836,25.922131,20.57377,25.206557,13.66433,6.950355,7.721794,8.215756,7.423664,12,17,13.75,2.5,12.8,80.5,46,50,42.5,53.2,-0.728769876206003
"42","1010032006","ทีปังกรวิทยาพัฒน์(วัดน้อยใน) ในพระราชูปถัมภ์ ฯ","1019","เขตตลิ่งชัน","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","M",42.910377,33.130841,25.665887,24.182242,28.324528,13.142686,6.477977,9.296704,11.819199,7.89442,14,18,10,5,10.8,72,50,70,65,51.2,0.245880376894221
"43","1010032007","มัธยมวัดดาวคนอง","1015","เขตธนบุรี","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","M",37.511627,30.822222,25.027777,21.666666,24.865116,13.004692,6.300931,8.405887,8.944271,6.887768,15.5,14,12.5,0,11.2,67,41,66.25,52.5,40.4,-0.86298728637357
"44","1010032008","ฤทธิณรงค์รอน","1016","เขตบางกอกใหญ่","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","M",39.383495,31.038834,24.805825,21.359223,24.466019,14.741659,6.586136,8.72788,7.957538,6.599347,10.5,18,8.75,7.5,8.4,77,47,70,47.5,41.6,-0.800373274257904
"45","1010032009","โพธิสารพิทยากร","1019","เขตตลิ่งชัน","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",62.896683,41.669211,55.992366,54.491094,38.669053,12.859979,7.600221,18.67897,25.773565,13.325685,16,25,13.75,5,14.8,87.5,65,95,100,85.6,6.63613302822703
"46","1010032030","วัดบวรมงคล","1025","เขตบางพลัด","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","M",40.409836,34.081967,26.905737,21.844262,26.209836,15.996287,6.589349,8.773701,10.181766,6.338891,14.5,22,13.75,5,13.6,74.5,50,68.75,50,41.2,-0.0343221095303979
"47","1010032031","วิมุตยารามพิทยากร","1025","เขตบางพลัด","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","M",39.923913,32.4,25.35326,24.402173,27.460869,13.244345,6.877984,7.690796,13.393955,8.206136,16,15,13.75,5,12,62.5,47,52.5,67.5,54,-0.106540066833985
"48","1010032032","ปัญญาวรคุณ","1040","เขตบางแค","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",48.434693,35.341463,30.594512,30.132113,31.191836,14.535245,6.896247,11.465127,17.23103,9.696082,8.5,16,8.75,5,8.8,81.5,64,72.5,100,65.2,1.688378311723
"49","1010032033","ราชวินิตบางแคปานขำ","1040","เขตบางแค","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",39.88409,32.340807,26.918604,23.370535,27.609569,14.877577,7.063485,9.939311,10.985024,7.755641,12.5,15,11.25,5,10.8,76.5,51,71.25,60,53.2,-0.069336887238921
"50","1010032034","ทีปังกรวิทยาพัฒน์(ทวีวัฒนา)ในพระราชูปถัมภ์ฯ","1048","เขตทวีวัฒนา","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",44.678571,33.457777,27.289823,24.590707,26.989285,14.849598,7.016127,10.229532,11.625308,7.632631,13,17,11.25,5,10.8,81.5,58,80,77.5,64.8,0.355504561874424
"51","1010032035","นวมินทราชินูทิศ สตรีวิทยา พุทธมณฑล","1048","เขตทวีวัฒนา","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",61.044345,41.850779,44.162026,44.238888,36.639467,13.108676,8.445953,15.687789,22.729476,12.643732,13.5,16,15,7.5,12,89.5,69,85,100,86.4,5.20867267385263
"52","1010032036","วัดพุทธบูชา","1049","เขตทุ่งครุ","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",39.434256,31.95862,26.666666,24.819587,27.212456,13.923574,7.083131,9.954436,12.574081,7.092421,12,7,11.25,2.5,12.8,75,49,76.25,90,57.2,-0.125295705640946
"53","1010032037","อิสลามวิทยาลัยแห่งประเทศไทย","1049","เขตทุ่งครุ","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","L",43.928104,33.544585,27.475961,25.344551,27.60915,15.619394,6.719563,12.103464,13.153642,9.104559,12,15,10,5,6.4,79,51,88.75,85,72.8,0.436657058258047
"54","1010032038","ศึกษานารีวิทยา","1050","เขตบางบอน","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",48.256849,35.6621,32.408675,29.549086,29.725114,15.45064,7.389985,13.687028,15.143319,8.655606,4.5,16,10,7.5,6.4,82,58,83.75,92.5,69.6,1.63785208987522
"55","1010032039","นวลนรดิศวิทยาคม รัชมังคลาภิเษก","1050","เขตบางบอน","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","M",36.433962,32.301886,24.103773,19.245283,26.701886,11.961037,6.05505,7.91083,7.130602,6.415035,14.5,19,6.25,5,12,68.5,44,55,35,41.6,-0.711982047037089
"56","1010032040","มัธยมวัดสิงห์","1035","เขตจอมทอง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",50.965859,36.496703,36.007174,32.680921,30.911013,14.21505,7.225679,16.465072,19.61059,10.244913,14,11,11.25,2.5,6.4,87.5,66,90,100,72,2.36392801313568
"57","1010032041","วัดราชโอรส","1035","เขตจอมทอง","10","กรุงเทพมหานคร","กรุงเทพมหานคร","URBAN","10101","สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 1","10","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","XL",55.22689,37.759103,35.542717,36.52661,33.077094,13.750238,7.619689,13.381669,20.794311,11.305337,18,18,12.5,5,10,84,60,82.5,100,83.6,3.14999425319272
"58","3024100102","ชำป่างามวิทยาคม","2408","สนามชัยเขต","24","ฉะเชิงเทรา","ตะวันออก","SUBURB","3024","ท้องถิ่นจังหวัดฉะเชิงเทรา","30","กรมส่งเสริมการปกครองท้องถิ่น","M",36.278225,30.427419,21.088709,19.435483,24.470967,11.324986,5.706779,5.087363,10.019329,6.503212,15.5,14,11.25,2.5,8.8,65,47,37.5,87.5,43.2,-1.34334944838812
